"","scaffold","ref_start","ref_end","LG","LG_position_start","LG_position_end","locus","samp_sizetot","SynSitestot","Dxy_Ks_NMX","scaffold.1","scaffold_num","pct_identical","length","n_mismatch","n_gaps","q_start","q_end","ref_start.1","ref_end.1","evalue","bitscore"
"914",7706,14651,14984,NA,100883538,100883045,1528,24,498.9933333,0.059000659,"ScnbKXS_7706;HRSCAF=9004",7706,99.701,334,1,0,2837,3170,14651,14984,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000354,612
"915",7706,15057,15171,NA,100883538,100883045,1528,24,498.9933333,0.059000659,"ScnbKXS_7706;HRSCAF=9004",7706,99.13,115,1,0,3169,3283,15057,15171,0.0000000000000000000000000000000000000000000000000195,207
"917",7706,15441,15520,NA,100883538,100883045,1528,24,498.9933333,0.059000659,"ScnbKXS_7706;HRSCAF=9004",7706,100,80,0,0,3380,3459,15441,15520,0.000000000000000000000000000000012,148
"919",7706,15802,16976,NA,100883538,100883045,1528,24,498.9933333,0.059000659,"ScnbKXS_7706;HRSCAF=9004",7706,99.15,1176,3,3,3550,4719,15802,16976,0,2109
"920",16774,22474,22676,NA,102469042,102469007,2561,24,249.6666667,0.048248144,"ScnbKXS_16774;HRSCAF=20599",16774,99.015,203,2,0,580,782,22474,22676,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000459,364
"921",16774,22635,23216,NA,102469042,102469007,2561,24,249.6666667,0.048248144,"ScnbKXS_16774;HRSCAF=20599",16774,99.141,582,5,0,1,582,22635,23216,0,1048
"932",11597,24102,23865,NA,313839316,313839837,1509,20,309.452381,0.044824845,"ScnbKXS_11597;HRSCAF=13512",11597,99.582,239,0,1,292,530,24102,23865,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000493,435
"933",11597,24560,24486,NA,313839316,313839837,1509,20,309.452381,0.044824845,"ScnbKXS_11597;HRSCAF=13512",11597,100,75,0,0,2373,2447,24560,24486,0.00000000000000000000000000000433,139
"934",11597,25890,25599,NA,313839316,313839837,1509,20,309.452381,0.044824845,"ScnbKXS_11597;HRSCAF=13512",11597,100,292,0,0,2086,2377,25890,25599,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000102,540
"935",11597,26628,26231,NA,313839316,313839837,1509,20,309.452381,0.044824845,"ScnbKXS_11597;HRSCAF=13512",11597,99.497,398,2,0,1690,2087,26628,26231,0,725
"936",11597,27025,26702,NA,313839316,313839837,1509,20,309.452381,0.044824845,"ScnbKXS_11597;HRSCAF=13512",11597,99.383,324,1,1,1376,1698,27025,26702,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000129,586
"937",11597,27181,27106,NA,313839316,313839837,1509,20,309.452381,0.044824845,"ScnbKXS_11597;HRSCAF=13512",11597,100,76,0,0,1303,1378,27181,27106,0.0000000000000000000000000000012,141
"938",11597,27858,27747,NA,313839316,313839837,1509,20,309.452381,0.044824845,"ScnbKXS_11597;HRSCAF=13512",11597,100,112,0,0,1194,1305,27858,27747,0.0000000000000000000000000000000000000000000000000117,207
"940",11597,28903,28805,NA,313839316,313839837,1509,20,309.452381,0.044824845,"ScnbKXS_11597;HRSCAF=13512",11597,100,99,0,0,1018,1116,28903,28805,0.000000000000000000000000000000000000000000197,183
"942",11597,30131,30071,NA,313839316,313839837,1509,20,309.452381,0.044824845,"ScnbKXS_11597;HRSCAF=13512",11597,100,61,0,0,896,956,30131,30071,0.000000000000000000000262,113
"944",11597,31983,31731,NA,313839316,313839837,1509,20,309.452381,0.044824845,"ScnbKXS_11597;HRSCAF=13512",11597,99.606,254,0,1,531,784,31983,31731,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000226,462
"946",16888,35619,36336,NA,102469042,102469007,7276,24,65.52,0.044604699,"ScnbKXS_16888;HRSCAF=20838",16888,99.025,718,6,1,7,723,35619,36336,0,1286
"947",16888,36336,35619,NA,102469042,102469007,7276,24,65.52,0.044604699,"ScnbKXS_16888;HRSCAF=20838",16888,99.025,718,6,1,1899,2615,36336,35619,0,1286
"950",16888,38271,37833,NA,102469042,102469007,7276,24,65.52,0.044604699,"ScnbKXS_16888;HRSCAF=20838",16888,99.772,439,1,0,1073,1511,38271,37833,0,806
"952",15771,3622,5974,NA,58581487,58581539,8282,24,100.0933333,0.040985807,"ScnbKXS_15771;HRSCAF=18492",15771,99.32,2354,7,3,35,2380,3622,5974,0,4250
"953",11136,844991,844516,NA,313839316,313839837,2289,24,51.75333333,0.039613167,"ScnbKXS_11136;HRSCAF=12984",11136,99.79,476,1,0,1287,1762,844991,844516,0,874
"954",11136,845091,845061,NA,313839316,313839837,2289,24,51.75333333,0.039613167,"ScnbKXS_11136;HRSCAF=12984",11136,100,31,0,0,1325,1355,845091,845061,0.00000768,58.4
"955",11136,845225,845089,NA,313839316,313839837,2289,24,51.75333333,0.039613167,"ScnbKXS_11136;HRSCAF=12984",11136,100,137,0,0,1153,1289,845225,845089,0.0000000000000000000000000000000000000000000000000000000000000000913,254
"957",11136,845945,845728,NA,313839316,313839837,2289,24,51.75333333,0.039613167,"ScnbKXS_11136;HRSCAF=12984",11136,99.083,218,2,0,792,1009,845945,845728,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000185,392
"962",11136,902126,901652,NA,313839316,313839837,2289,24,51.75333333,0.039613167,"ScnbKXS_11136;HRSCAF=12984",11136,99.16,476,3,1,1287,1762,902126,901652,0,856
"963",11136,902359,902223,NA,313839316,313839837,2289,24,51.75333333,0.039613167,"ScnbKXS_11136;HRSCAF=12984",11136,99.27,137,1,0,1153,1289,902359,902223,0.00000000000000000000000000000000000000000000000000000000000000425,248
"965",11136,903078,902861,NA,313839316,313839837,2289,24,51.75333333,0.039613167,"ScnbKXS_11136;HRSCAF=12984",11136,99.541,218,1,0,792,1009,903078,902861,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000398,398
"972",14861,48999,48874,NA,4144293,4144214,376,24,181.8,0.038389336,"ScnbKXS_14861;HRSCAF=17322",14861,99.206,126,1,0,655,780,48999,48874,0.0000000000000000000000000000000000000000000000000000000151,228
"976",14861,50100,50141,NA,4144293,4144214,376,24,181.8,0.038389336,"ScnbKXS_14861;HRSCAF=17322",14861,100,42,0,0,1,42,50100,50141,0.0000000000161,78.7
"979",16599,23728,23701,NA,101304527,101304457,6278,24,420.92,0.037753665,"ScnbKXS_16599;HRSCAF=20248",16599,100,28,0,0,6057,6084,23728,23701,0.001,52.8
"980",16599,24027,23789,NA,101304527,101304457,6278,24,420.92,0.037753665,"ScnbKXS_16599;HRSCAF=20248",16599,99.167,240,1,1,5789,6028,24027,23789,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000137,431
"981",16599,24744,24469,NA,101304527,101304457,6278,24,420.92,0.037753665,"ScnbKXS_16599;HRSCAF=20248",16599,99.278,277,0,2,5517,5792,24744,24469,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000371,499
"982",16599,30343,24822,NA,101304527,101304457,6278,24,420.92,0.037753665,"ScnbKXS_16599;HRSCAF=20248",16599,99.801,5523,8,3,1,5521,30343,24822,0,10135
"983",7712,26580,26643,NA,100883538,100883045,9943,10,81.36363636,0.037717444,"ScnbKXS_7712;HRSCAF=9011",7712,100,64,0,0,43,106,26580,26643,0.00000000000000000000000259,119
"987",7712,27357,27484,NA,100883538,100883045,9943,10,81.36363636,0.037717444,"ScnbKXS_7712;HRSCAF=9011",7712,100,128,0,0,411,538,27357,27484,0.00000000000000000000000000000000000000000000000000000000000685,237
"996",7712,35540,35472,NA,100883538,100883045,9943,10,81.36363636,0.037717444,"ScnbKXS_7712;HRSCAF=9011",7712,100,69,0,0,266,334,35540,35472,0.0000000000000000000000000043,128
"1003",2158,9399,9360,NA,120771737,120771778,24502,22,110.4782609,0.036849516,"ScnbKXS_2158;HRSCAF=2542",2158,100,40,0,0,804,843,9399,9360,0.000000000099,75
"1012",16000,133229,135726,NA,102119292,102119326,2074,24,469.26,0.034884577,"ScnbKXS_16000;HRSCAF=19007",16000,99.44,2501,11,2,1,2501,133229,135726,0,4538
"1014",16914,79126,79587,NA,102469042,102469007,7892,24,95.21333333,0.032147778,"ScnbKXS_16914;HRSCAF=20888",16914,99.784,462,1,0,36,497,79126,79587,0,848
"1015",16914,79587,79126,NA,102469042,102469007,7892,24,95.21333333,0.032147778,"ScnbKXS_16914;HRSCAF=20888",16914,99.784,462,1,0,3394,3855,79587,79126,0,848
"1016",16914,79675,79812,NA,102469042,102469007,7892,24,95.21333333,0.032147778,"ScnbKXS_16914;HRSCAF=20888",16914,100,138,0,0,496,633,79675,79812,0.0000000000000000000000000000000000000000000000000000000000000000565,255
"1019",16914,79812,79675,NA,102469042,102469007,7892,24,95.21333333,0.032147778,"ScnbKXS_16914;HRSCAF=20888",16914,100,138,0,0,3258,3395,79812,79675,0.0000000000000000000000000000000000000000000000000000000000000000565,255
"1020",16914,80384,80540,NA,102469042,102469007,7892,24,95.21333333,0.032147778,"ScnbKXS_16914;HRSCAF=20888",16914,100,157,0,0,631,787,80384,80540,0.00000000000000000000000000000000000000000000000000000000000000000000000000155,291
"1021",16914,80540,80384,NA,102469042,102469007,7892,24,95.21333333,0.032147778,"ScnbKXS_16914;HRSCAF=20888",16914,100,157,0,0,3104,3260,80540,80384,0.00000000000000000000000000000000000000000000000000000000000000000000000000155,291
"1022",16914,81467,81608,NA,102469042,102469007,7892,24,95.21333333,0.032147778,"ScnbKXS_16914;HRSCAF=20888",16914,100,142,0,0,784,925,81467,81608,0.000000000000000000000000000000000000000000000000000000000000000000338,263
"1023",16914,81608,81467,NA,102469042,102469007,7892,24,95.21333333,0.032147778,"ScnbKXS_16914;HRSCAF=20888",16914,100,142,0,0,2966,3107,81608,81467,0.000000000000000000000000000000000000000000000000000000000000000000338,263
"1024",16914,81705,81846,NA,102469042,102469007,7892,24,95.21333333,0.032147778,"ScnbKXS_16914;HRSCAF=20888",16914,100,142,0,0,923,1064,81705,81846,0.000000000000000000000000000000000000000000000000000000000000000000338,263
"1025",16914,81846,81705,NA,102469042,102469007,7892,24,95.21333333,0.032147778,"ScnbKXS_16914;HRSCAF=20888",16914,100,142,0,0,2827,2968,81846,81705,0.000000000000000000000000000000000000000000000000000000000000000000338,263
"1026",16914,82594,82775,NA,102469042,102469007,7892,24,95.21333333,0.032147778,"ScnbKXS_16914;HRSCAF=20888",16914,100,182,0,0,1062,1243,82594,82775,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000196,337
"1027",16914,82775,82594,NA,102469042,102469007,7892,24,95.21333333,0.032147778,"ScnbKXS_16914;HRSCAF=20888",16914,100,182,0,0,2648,2829,82775,82594,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000196,337
"1028",16914,82884,82987,NA,102469042,102469007,7892,24,95.21333333,0.032147778,"ScnbKXS_16914;HRSCAF=20888",16914,100,104,0,0,1244,1347,82884,82987,0.000000000000000000000000000000000000000000000449,193
"1029",16914,82987,82884,NA,102469042,102469007,7892,24,95.21333333,0.032147778,"ScnbKXS_16914;HRSCAF=20888",16914,100,104,0,0,2544,2647,82987,82884,0.000000000000000000000000000000000000000000000449,193
"1030",16914,83551,83688,NA,102469042,102469007,7892,24,95.21333333,0.032147778,"ScnbKXS_16914;HRSCAF=20888",16914,99.275,138,1,0,1348,1485,83551,83688,0.00000000000000000000000000000000000000000000000000000000000000263,250
"1031",16914,83688,83551,NA,102469042,102469007,7892,24,95.21333333,0.032147778,"ScnbKXS_16914;HRSCAF=20888",16914,99.275,138,1,0,2406,2543,83688,83551,0.00000000000000000000000000000000000000000000000000000000000000263,250
"1032",16914,83989,84191,NA,102469042,102469007,7892,24,95.21333333,0.032147778,"ScnbKXS_16914;HRSCAF=20888",16914,100,203,0,0,1480,1682,83989,84191,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000416,375
"1033",16914,84191,83989,NA,102469042,102469007,7892,24,95.21333333,0.032147778,"ScnbKXS_16914;HRSCAF=20888",16914,100,203,0,0,2209,2411,84191,83989,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000416,375
"1034",16914,84274,84392,NA,102469042,102469007,7892,24,95.21333333,0.032147778,"ScnbKXS_16914;HRSCAF=20888",16914,99.16,119,1,0,1680,1798,84274,84392,0.0000000000000000000000000000000000000000000000000000959,215
"1035",16914,84395,84274,NA,102469042,102469007,7892,24,95.21333333,0.032147778,"ScnbKXS_16914;HRSCAF=20888",16914,100,122,0,0,2090,2211,84395,84274,0.0000000000000000000000000000000000000000000000000000000443,226
"1036",16914,84520,84477,NA,102469042,102469007,7892,24,95.21333333,0.032147778,"ScnbKXS_16914;HRSCAF=20888",16914,100,44,0,0,2047,2090,84520,84477,0.00000000000101,82.4
"1037",16914,85084,84923,NA,102469042,102469007,7892,24,95.21333333,0.032147778,"ScnbKXS_16914;HRSCAF=20888",16914,100,162,0,0,1887,2048,85084,84923,0.00000000000000000000000000000000000000000000000000000000000000000000000000000257,300
"1039",2272,830312,830365,NA,120771737,120771778,5746,24,255.9666667,0.031901524,"ScnbKXS_2272;HRSCAF=2680",2272,100,54,0,0,1520,1573,830312,830365,0.00000000000000000112,100
"1040",2272,830564,830324,NA,120771737,120771778,5746,24,255.9666667,0.031901524,"ScnbKXS_2272;HRSCAF=2680",2272,99.17,241,2,0,1284,1524,830564,830324,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000027,435
"1042",2272,831331,831279,NA,120771737,120771778,5746,24,255.9666667,0.031901524,"ScnbKXS_2272;HRSCAF=2680",2272,100,53,0,0,1044,1096,831331,831279,0.00000000000000000403,99
"1043",2272,831531,831405,NA,120771737,120771778,5746,24,255.9666667,0.031901524,"ScnbKXS_2272;HRSCAF=2680",2272,100,127,0,0,922,1048,831531,831405,0.0000000000000000000000000000000000000000000000000000000000294,235
"1044",2272,832356,832279,NA,120771737,120771778,5746,24,255.9666667,0.031901524,"ScnbKXS_2272;HRSCAF=2680",2272,100,78,0,0,850,927,832356,832279,0.000000000000000000000000000000051,145
"1046",2272,832797,832696,NA,120771737,120771778,5746,24,255.9666667,0.031901524,"ScnbKXS_2272;HRSCAF=2680",2272,99.02,102,1,0,659,760,832797,832696,0.000000000000000000000000000000000000000000108,183
"1050",2272,833787,833535,NA,120771737,120771778,5746,24,255.9666667,0.031901524,"ScnbKXS_2272;HRSCAF=2680",2272,99.209,253,2,0,67,319,833787,833535,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000577,457
"1051",2272,838909,838975,NA,120771737,120771778,5746,24,255.9666667,0.031901524,"ScnbKXS_2272;HRSCAF=2680",2272,100,67,0,0,1,67,838909,838975,0.0000000000000000000000000665,124
"1056",2272,841480,841581,NA,120771737,120771778,5746,24,255.9666667,0.031901524,"ScnbKXS_2272;HRSCAF=2680",2272,99.02,102,1,0,659,760,841480,841581,0.000000000000000000000000000000000000000000108,183
"1060",2272,842930,842982,NA,120771737,120771778,5746,24,255.9666667,0.031901524,"ScnbKXS_2272;HRSCAF=2680",2272,100,53,0,0,1044,1096,842930,842982,0.00000000000000000403,99
"1062",2272,843687,843927,NA,120771737,120771778,5746,24,255.9666667,0.031901524,"ScnbKXS_2272;HRSCAF=2680",2272,100,241,0,0,1284,1524,843687,843927,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000125,446
"1063",2272,843939,843886,NA,120771737,120771778,5746,24,255.9666667,0.031901524,"ScnbKXS_2272;HRSCAF=2680",2272,100,54,0,0,1520,1573,843939,843886,0.00000000000000000112,100
"1064",15887,50440,49635,NA,117868171,117868131,8332,24,123.3266667,0.030376909,"ScnbKXS_15887;HRSCAF=18734",15887,99.007,806,2,2,5156,5955,50440,49635,0,1439
"1065",15887,53011,53899,NA,117868171,117868131,8332,24,123.3266667,0.030376909,"ScnbKXS_15887;HRSCAF=18734",15887,99.55,889,4,0,1,889,53011,53899,0,1620
"1066",15887,53094,52115,NA,117868171,117868131,8332,24,123.3266667,0.030376909,"ScnbKXS_15887;HRSCAF=18734",15887,99.796,981,1,1,4177,5157,53094,52115,0,1799
"1067",15887,53899,53155,NA,117868171,117868131,8332,24,123.3266667,0.030376909,"ScnbKXS_15887;HRSCAF=18734",15887,99.732,745,2,0,3417,4161,53899,53155,0,1365
"1068",15887,54762,55473,NA,117868171,117868131,8332,24,123.3266667,0.030376909,"ScnbKXS_15887;HRSCAF=18734",15887,100,712,0,0,888,1599,54762,55473,0,1315
"1069",15887,55473,54762,NA,117868171,117868131,8332,24,123.3266667,0.030376909,"ScnbKXS_15887;HRSCAF=18734",15887,100,712,0,0,2707,3418,55473,54762,0,1315
"1070",15887,55562,55686,NA,117868171,117868131,8332,24,123.3266667,0.030376909,"ScnbKXS_15887;HRSCAF=18734",15887,99.2,125,1,0,1597,1721,55562,55686,0.000000000000000000000000000000000000000000000000000000068,226
"1071",15887,55686,55562,NA,117868171,117868131,8332,24,123.3266667,0.030376909,"ScnbKXS_15887;HRSCAF=18734",15887,99.2,125,1,0,2585,2709,55686,55562,0.000000000000000000000000000000000000000000000000000000068,226
"1072",15887,55901,56018,NA,117868171,117868131,8332,24,123.3266667,0.030376909,"ScnbKXS_15887;HRSCAF=18734",15887,99.153,118,1,0,1713,1830,55901,56018,0.000000000000000000000000000000000000000000000000000529,213
"1073",15887,56018,55901,NA,117868171,117868131,8332,24,123.3266667,0.030376909,"ScnbKXS_15887;HRSCAF=18734",15887,99.153,118,1,0,2476,2593,56018,55901,0.000000000000000000000000000000000000000000000000000529,213
"1074",15887,56122,56267,NA,117868171,117868131,8332,24,123.3266667,0.030376909,"ScnbKXS_15887;HRSCAF=18734",15887,99.315,146,1,0,1827,1972,56122,56267,0.000000000000000000000000000000000000000000000000000000000000000000144,265
"1075",15887,56339,56122,NA,117868171,117868131,8332,24,123.3266667,0.030376909,"ScnbKXS_15887;HRSCAF=18734",15887,99.541,218,1,0,2262,2479,56339,56122,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000136,398
"1076",15887,56863,57157,NA,117868171,117868131,8332,24,123.3266667,0.030376909,"ScnbKXS_15887;HRSCAF=18734",15887,99.324,296,1,1,1973,2268,56863,57157,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000995,534
"1077",10758,39488,40600,NA,116574371,116574322,10691,24,154.6733333,0.026297889,"ScnbKXS_10758;HRSCAF=12534",10758,99.284,1118,3,5,43,1160,39488,40600,0,2015
"1078",10758,39580,39539,NA,116574371,116574322,10691,24,154.6733333,0.026297889,"ScnbKXS_10758;HRSCAF=12534",10758,100,42,0,0,1,42,39580,39539,0.0000000000112,78.7
"1079",10758,40689,41443,NA,116574371,116574322,10691,24,154.6733333,0.026297889,"ScnbKXS_10758;HRSCAF=12534",10758,99.868,755,1,0,1158,1912,40689,41443,0,1389
"1080",10758,41526,41620,NA,116574371,116574322,10691,24,154.6733333,0.026297889,"ScnbKXS_10758;HRSCAF=12534",10758,100,95,0,0,1910,2004,41526,41620,0.0000000000000000000000000000000000000000385,176
"1081",10758,42534,43226,NA,116574371,116574322,10691,24,154.6733333,0.026297889,"ScnbKXS_10758;HRSCAF=12534",10758,99.568,694,2,1,2002,2695,42534,43226,0,1264
